App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity
C Programming,FAMILY,4.3,22248,1.8M,"1,000,000+",Free,0,Everyone,Education,"June 28, 2015",3.0,2.3 and up,0.541011544011544
Candy Crush Saga,FAMILY,4.4,22419455,74M,"500,000,000+",Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,0.45629279100529097
Hill Climb Racing,GAME,4.4,8921451,63M,"100,000,000+",Free,0,Everyone,Racing,"July 2, 2018",1.37.2,4.2 and up,0.49867449971988176
Fruit Ninja®,GAME,4.3,5091448,41M,"100,000,000+",Free,0,Everyone,Arcade,"July 12, 2018",2.6.7.487220,4.1 and up,0.49328917050691246
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7M,"50,000,000+",Free,0,Everyone,Video Players & Editors,"July 30, 2018",1.7.1.3,5.0 and up,0.5246842190376673
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,Varies with device,"500,000,000+",Free,0,Everyone,Communication,"July 31, 2018",37.1.206017801.DR37_RC14,4.4 and up,0.49799074074074073
Crossy Road,GAME,4.5,4229977,60M,"100,000,000+",Free,0,Everyone,Action,"August 1, 2018",3.1.0,5.0 and up,0.5298473893553813
Dropbox,PRODUCTIVITY,4.4,1860844,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.4436356041619199
Dream League Soccer 2018,SPORTS,4.6,9873470,74M,"100,000,000+",Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,0.483123897707231
Bad Piggies,FAMILY,4.3,1168959,66M,"50,000,000+",Free,0,Everyone,Puzzle,"May 3, 2017",2.3.3,4.1 and up,0.5389492408533662
Firefox Browser fast & private,COMMUNICATION,4.4,3075096,Varies with device,"100,000,000+",Free,0,Everyone,Communication,"July 10, 2018",Varies with device,Varies with device,0.5187862517847506
E*TRADE Mobile,FINANCE,3.9,10657,58M,"1,000,000+",Free,0,Everyone,Finance,"August 2, 2018",6.8.2,4.4 and up,0.49361037978225475
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814151,Varies with device,"100,000,000+",Free,0,Teen,Books & Reference,"July 27, 2018",Varies with device,Varies with device,0.46011748819829623
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488289,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.5222918902085569
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37M,"5,000,000+",Free,0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,0.5815682157348824
Gmail,COMMUNICATION,4.3,4604324,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"August 2, 2018",Varies with device,Varies with device,0.4659200872189153
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5911055,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 1, 2018",Varies with device,Varies with device,0.6177662898829566
Flipkart Online Shopping App,SHOPPING,4.4,6003590,Varies with device,"100,000,000+",Free,0,Teen,Shopping,"August 2, 2018",Varies with device,Varies with device,0.47886228850514573
Facebook Lite,SOCIAL,4.3,8595964,Varies with device,"500,000,000+",Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device,0.4561272204806687
Dumb Ways to Die 2: The Games,FAMILY,4.2,1671658,Varies with device,"50,000,000+",Free,0,Teen,Casual,"July 12, 2018",Varies with device,Varies with device,0.4694232381732382
Google+,SOCIAL,4.2,4828372,Varies with device,"1,000,000,000+",Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device,0.46944444444444444
Gboard - the Google Keyboard,TOOLS,4.2,1855262,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.5171716244977523
Granny,GAME,4.5,1128805,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,0.5562993347603944
Google,TOOLS,4.4,8021623,Varies with device,"1,000,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.4927439336978811
Hangouts,COMMUNICATION,4.0,3419464,Varies with device,"1,000,000,000+",Free,0,Everyone,Communication,"July 21, 2018",Varies with device,Varies with device,0.5312487273123238
G Cloud Backup,PRODUCTIVITY,4.6,267042,Varies with device,"5,000,000+",Free,0,Everyone,Productivity,"April 29, 2018",Varies with device,Varies with device,0.5738897851828887
Helix Jump,GAME,4.2,1485806,33M,"100,000,000+",Free,0,Everyone,Action,"April 9, 2018",1.0.6,4.1 and up,0.4872210639607329
H&M,LIFESTYLE,3.7,41917,14M,"10,000,000+",Free,0,Everyone,Lifestyle,"July 30, 2018",9.6.3,4.4 and up,0.5764898448231781
H TV,FAMILY,4.3,103064,5.6M,"5,000,000+",Free,0,Everyone,Entertainment,"July 5, 2018",4.6.2,2.3.3 and up,0.4085042735042735
Anger of stick 5 : zombie,GAME,4.5,547644,23M,"50,000,000+",Free,0,Teen,Action,"August 3, 2018",1.1.5,2.3 and up,0.5027777777777778
Cut the Rope FULL FREE,FAMILY,4.4,2122705,49M,"100,000,000+",Free,0,Everyone,Puzzle,"July 5, 2018",3.7.2,4.1 and up,0.5702711808929921
Diabetes:M,MEDICAL,4.6,15537,Varies with device,"100,000+",Free,0,Everyone,Medical,"August 1, 2018",6.1.3,Varies with device,0.5219833001756079
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175523,Varies with device,"10,000,000+",Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device,0.43555555555555564
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591610,Varies with device,"100,000,000+",Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.502509237395601
Angry Birds 2,FAMILY,4.6,3881752,57M,"100,000,000+",Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,0.49623943585150476
Angry Birds Rio,GAME,4.4,2610328,46M,"100,000,000+",Free,0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up,0.4715201068772497
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,4.2,23291,14M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 24, 2018",3.1.12,4.1 and up,0.4841472548615406
"AD - Nieuws, Sport, Regio & Entertainment",NEWS_AND_MAGAZINES,3.7,10369,Varies with device,"1,000,000+",Free,0,Everyone,News & Magazines,"July 28, 2018",Varies with device,Varies with device,0.46580603989438574
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2265084,6.1M,"50,000,000+",Free,0,Everyone,Communication,"July 31, 2018",5.22.18.0006,4.0 and up,0.6875
Google Ads,வணிகம்,4.3,29331,20M,"5,000,000+",Free,0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,0.4323986484194818
Flipp - Weekly Shopping,SHOPPING,4.6,85782,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,0.5630284751091202
A&E - Watch Full Episodes of TV Shows,FAMILY,4.0,29708,19M,"1,000,000+",Free,0,Teen,Entertainment,"July 16, 2018",3.1.4,4.4 and up,0.49546326754385966
All Football - Latest News & Videos,SPORTS,4.6,152653,17M,"10,000,000+",Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.5105386453823954
AppLock,TOOLS,4.4,4931562,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"June 11, 2018",Varies with device,Varies with device,0.4999414474414474
Amazon for Tablets,SHOPPING,4.0,141584,22M,"10,000,000+",Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.37119065656565653
Final Fantasy XV: A New Empire,FAMILY,4.0,484858,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,0.511339249742269
Diary with lock password,LIFESTYLE,4.3,179139,9.7M,"5,000,000+",Free,0,Everyone,Lifestyle,"November 1, 2017",3.5.3,4.0.3 and up,0.509655793410164
Google Photos,PHOTOGRAPHY,4.5,10847682,Varies with device,"1,000,000,000+",Free,0,Everyone,Photography,"August 1, 2018",Varies with device,Varies with device,0.5018935734339623
365Scores - Live Scores,SPORTS,4.6,666246,25M,"10,000,000+",Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.6396103896103896
DINO HUNTER: DEADLY SHORES,GAME,4.4,1381624,54M,"10,000,000+",Free,0,Teen,Action,"March 14, 2017",3.1.1,3.0 and up,0.5055597754758974
AP Mobile - Breaking News,NEWS_AND_MAGAZINES,4.5,76616,4.6M,"1,000,000+",Free,0,Everyone 10+,News & Magazines,"May 25, 2017",4.4.3,4.0 and up,0.47140920486406596
AccuWeather: Daily Forecast & Live Weather Reports,WEATHER,4.4,2052407,Varies with device,"50,000,000+",Free,0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device,0.4937064606400544
Google Voice,COMMUNICATION,4.2,171052,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"August 3, 2018",Varies with device,Varies with device,0.19622159090909091
Choices: Stories You Play,FAMILY,4.6,807155,93M,"10,000,000+",Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,0.52632837418782
Google Pay,FINANCE,4.2,348132,Varies with device,"100,000,000+",Free,0,Everyone,Finance,"July 26, 2018",2.70.206190089,Varies with device,0.5077741771354409
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57556,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.5544839759613381
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91M,"10,000,000+",Free,0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up,0.5053262068732377
DEER HUNTER 2018,GAME,4.3,955614,82M,"10,000,000+",Free,0,Teen,Action,"June 26, 2018",5.1.2,3.0 and up,0.4333333333333333
British Airways,TRAVEL_AND_LOCAL,4.2,25726,51M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.3991548134405278
American Airlines,TRAVEL_AND_LOCAL,3.7,16973,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.48372397843328074
Anthem BC Anywhere,MEDICAL,2.6,496,24M,"100,000+",Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,0.36789554531490015
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3156484,53M,"100,000,000+",Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004
Bowmasters,GAME,4.7,1535581,Varies with device,"50,000,000+",Free,0,Teen,Action,"July 23, 2018",2.12.5,4.1 and up,0.5005483488208554
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390099,Varies with device,"100,000,000+",Free,0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,0.5209487734487734
Blur Image Background,PHOTOGRAPHY,3.9,129268,11M,"10,000,000+",Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.643939393939394
BBM - Free Calls & Messages,COMMUNICATION,4.3,12843436,Varies with device,"100,000,000+",Free,0,Everyone,Communication,"August 2, 2018",Varies with device,4.0.3 and up,0.46189045214045216
BeyondMenu Food Delivery,FOOD_AND_DRINK,4.7,51543,Varies with device,"1,000,000+",Free,0,Everyone,Food & Drink,"August 1, 2018",Varies with device,Varies with device,0.6176803118908382
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781467,Varies with device,"100,000,000+",Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device,0.41610276875901875
HBO GO: Stream with TV Package,FAMILY,3.8,87734,32M,"10,000,000+",Free,0,Teen,Entertainment,"July 19, 2018",16.0.0.437,4.1 and up,0.5216060351511479
Blood Pressure,MEDICAL,4.2,33033,7.4M,"5,000,000+",Free,0,Everyone,Medical,"July 24, 2018",3.27.3,4.1 and up,0.5866809116809117
Blood Pressure Log - MyDiary,MEDICAL,4.7,8347,2.6M,"500,000+",Free,0,Everyone,Medical,"April 13, 2018",1.4.6,4.0 and up,0.5914018250499501
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4M,"1,000,000+",Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.355830704018204
High Blood Pressure Symptoms,MEDICAL,4.3,46,2.0M,"10,000+",Free,0,Everyone,Medical,"April 5, 2017",1.0.2,4.0.3 and up,0.5663588588588588
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14M,"1,000,000+",Paid,$2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.5016910966315729
Beautiful Widgets Free,PERSONALIZATION,3.9,25035,14M,"1,000,000+",Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.5222924031986531
HD Widgets,PERSONALIZATION,4.3,58614,26M,"1,000,000+",Paid,$0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.5138021885521885
Color by Number – New Coloring Book,GAME,4.7,142308,24M,"5,000,000+",Free,0,Everyone 10+,Board,"August 1, 2018",2.0.6,4.1 and up,0.5402294533544533
BZWBK24 mobile,FINANCE,4.5,64983,39M,"1,000,000+",Free,0,Everyone,Finance,"June 18, 2018",5.0.1,4.1 and up,0.5547810559006211
Cricbuzz - Live Cricket Scores & News,SPORTS,4.5,838738,Varies with device,"50,000,000+",Free,0,Everyone,Sports,"May 18, 2018",Varies with device,Varies with device,0.5658186185159869
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.5859340659340659
Chrome Beta,PRODUCTIVITY,4.4,228755,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"July 19, 2018",68.0.3440.70,Varies with device,0.3778816200855674
Chrome Dev,COMMUNICATION,4.4,63576,Varies with device,"5,000,000+",Free,0,Everyone,Communication,"August 2, 2018",69.0.3497.24,Varies with device,0.5207789454813264
Credit Karma,FINANCE,4.7,706618,Varies with device,"10,000,000+",Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device,0.5196421459492888
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17M,"100,000,000+",Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.5911111111111111
CM Locker - Security Lockscreen,TOOLS,4.6,3090680,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.480303944163994
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363,1.8M,"5,000,000+",Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.5946428571428571
DisneyNOW – TV Shows & Games,FAMILY,4.3,82499,Varies with device,"5,000,000+",Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018",Varies with device,4.4 and up,0.5351162186054476
Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",Free,0,Everyone,Lifestyle,"August 29, 2017",2.0.4,4.0 and up,0.5189175234487734
Curriculum vitae App CV Builder Free Resume Maker,வணிகம்,4.5,4571,3.9M,"500,000+",Free,0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,0.4980359041543252
CW Seed,FAMILY,4.5,16391,13M,"500,000+",Free,0,Teen,Entertainment,"July 18, 2018",1.16,4.4 and up,0.5177009847148736
"Cymera Camera- Photo Editor, Filter,Collage,Layout",PHOTOGRAPHY,4.4,2418165,Varies with device,"100,000,000+",Free,0,Everyone,Photography,"July 12, 2018",Varies with device,Varies with device,0.4619810744810745
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142758,22M,"10,000,000+",Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.5888655462184874
COOKING MAMA Let's Cook!,FAMILY,4.3,528917,59M,"10,000,000+",Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.38.0,4.1 and up,0.5058891112561748
DRAGON BALL LEGENDS,GAME,4.6,338742,48M,"5,000,000+",Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,0.5191072965821683
DC Comics,COMICS,4.2,25673,Varies with device,"1,000,000+",Free,0,Teen,Comics,"June 5, 2018",Varies with device,Varies with device,0.605346532325699
DC Super Hero Girls™,FAMILY,4.3,43090,95M,"5,000,000+",Free,0,Everyone,Action;Action & Adventure,"June 29, 2018",2.8.0,4.0 and up,0.5733266488413546
Babbel – Learn Languages,FAMILY,4.3,267787,21M,"10,000,000+",Free,0,Everyone,Education,"July 30, 2018",20.7.2,4.4 and up,0.4983976758195508
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483782,20M,"10,000,000+",Free,0,Everyone,Communication,"July 29, 2018",1.286,4.1 and up,0.5064814814814815
Google PDF Viewer,PRODUCTIVITY,4.2,226453,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.4412866107933072
Dungeon Hunter Champions: Epic Online Action RPG,FAMILY,4.2,26307,Varies with device,"1,000,000+",Free,0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up,0.48827825167557315
Duolingo: Learn Languages Free,FAMILY,4.7,6297590,Varies with device,"100,000,000+",Free,0,Everyone,Education;Education,"August 6, 2018",Varies with device,Varies with device,0.4702147530324614
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412888,35M,"10,000,000+",Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.5231201565923789
"Any.do: To-do list, Calendar, Reminders & Planner",PRODUCTIVITY,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.4500429534831867
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.4888327030112744
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,0.3273473530826472
ColorNote Notepad Notes,PRODUCTIVITY,4.6,2401017,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device,0.5111720565841794
Apex Launcher,PERSONALIZATION,4.3,266434,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.4681670875420875
Dude Perfect 2,GAME,4.5,401648,70M,"10,000,000+",Free,0,Everyone,Action,"April 12, 2017",1.6.1,4.0.3 and up,0.5357966279447627
Dairy Queen,FOOD_AND_DRINK,3.6,742,43M,"100,000+",Free,0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up,0.37438271604938267
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270,66M,"1,000,000+",Free,0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up,0.47051000630182965
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up,0.5326722544430877
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15M,"100,000,000+",Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.4570770895770896
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133539,4.7M,"10,000,000+",Free,0,Everyone,Communication,"April 1, 2016",6.4.0.4,4.0 and up,0.5062402473518545
Equestria Girls,FAMILY,4.3,392819,53M,"10,000,000+",Free,0,Everyone,Role Playing;Action & Adventure,"July 22, 2016",37893,4.0 and up,0.550960435543769
"CBS Sports App - Scores, News, Stats & Watch Live",SPORTS,4.3,91035,Varies with device,"5,000,000+",Free,0,Everyone,Sports,"August 4, 2018",Varies with device,5.0 and up,0.5124724732732545
Dictionary - Merriam-Webster,BOOKS_AND_REFERENCE,4.5,454412,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"May 18, 2018",Varies with device,Varies with device,0.46232112794612795
Edmodo,FAMILY,4.1,200214,18M,"10,000,000+",Free,0,Everyone,Education,"August 6, 2018",9.12.6,4.0.3 and up,0.44355813234384667
Frozen Free Fall,FAMILY,4.3,1574546,37M,"50,000,000+",Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018",6.7.0,4.2 and up,0.5061268037518037
Episode - Choose Your Story,FAMILY,4.3,1842381,Varies with device,"50,000,000+",Free,0,Teen,Simulation,"July 31, 2018",Varies with device,Varies with device,0.4811471465662314
CNBC: Breaking Business News & Live Market Data,FINANCE,4.2,24666,Varies with device,"1,000,000+",Free,0,Everyone,Finance,"July 13, 2018",Varies with device,Varies with device,0.47396788404141343
Google Earth,TRAVEL_AND_LOCAL,4.3,2339098,Varies with device,"100,000,000+",Free,0,Everyone,Travel & Local,"June 18, 2018",9.2.17.13,4.1 and up,0.46496248060627754
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1371082,Varies with device,"50,000,000+",Free,0,Teen,Shopping,"August 3, 2018",Varies with device,Varies with device,0.47119181975431973
Google News,NEWS_AND_MAGAZINES,3.9,878065,13M,"1,000,000,000+",Free,0,Teen,News & Magazines,"August 1, 2018",5.2.0,4.4 and up,0.49677560130933146
